TIMESTAMP_S,TIMESTAMP_DATE,(DATE) DATE,(TIME) TIME,(Axis 105) ASPD,(Axis 105) IQ,(Axis 105) AD4,(Axis 105) CSPD,(Axis 105) CACC,(Axis 105) UQREF,(Axis 105) UDREF
1303315451.98245,2011-04-20 16:04:11,2011-04-20,16:04:11.9824,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.993575879765396,-0.0829362170087977
1303315452.00745,2011-04-20 16:04:12,2011-04-20,16:04:12.0074,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.948790322580645,-0.154261363636364
1303315452.03245,2011-04-20 16:04:12,2011-04-20,16:04:12.0324,0,-1.27806085043988,60.0856304985337,5999.99999973231,432.998175995301,-0.93054435483871,-0.0746425953079179
1303315452.05745,2011-04-20 16:04:12,2011-04-20,16:04:12.0574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.978647360703812,-0.150943914956012
1303315452.08245,2011-04-20 16:04:12,2011-04-20,16:04:12.0824,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.940496700879765,-0.0845949413489736
1303315452.10745,2011-04-20 16:04:12,2011-04-20,16:04:12.1074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.98362353372434,-0.0763013196480938
1303315452.13245,2011-04-20 16:04:12,2011-04-20,16:04:12.1324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.114451979472141
1303315452.15745,2011-04-20 16:04:12,2011-04-20,16:04:12.1574,0,-1.28938782991202,60.0856304985337,5999.99999973231,432.998175995301,-0.928885630498534,-0.0763013196480938
1303315452.18245,2011-04-20 16:04:12,2011-04-20,16:04:12.1824,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.14762646627566
1303315452.20745,2011-04-20 16:04:12,2011-04-20,16:04:12.2074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.129380498533724
1303315452.23245,2011-04-20 16:04:12,2011-04-20,16:04:12.2324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.933861803519061,-0.136015395894428
1303315452.25745,2011-04-20 16:04:12,2011-04-20,16:04:12.2574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.985282258064516,-0.129380498533724
1303315452.28245,2011-04-20 16:04:12,2011-04-20,16:04:12.2824,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.132697947214076
1303315452.30745,2011-04-20 16:04:12,2011-04-20,16:04:12.3074,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.887417521994135,-0.127721774193548
1303315452.33245,2011-04-20 16:04:12,2011-04-20,16:04:12.3324,0,-1.34319098240469,60.0856304985337,5999.99999973231,432.998175995301,-0.925568181818182,-0.0779600439882698
1303315452.35745,2011-04-20 16:04:12,2011-04-20,16:04:12.3574,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.942155425219941,-0.129380498533724
1303315452.38245,2011-04-20 16:04:12,2011-04-20,16:04:12.3824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.0796187683284457
1303315452.40745,2011-04-20 16:04:12,2011-04-20,16:04:12.4074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.938837976539589,-0.150943914956012
1303315452.43245,2011-04-20 16:04:12,2011-04-20,16:04:12.4324,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.869171554252199,-0.140991568914956
1303315452.45745,2011-04-20 16:04:12,2011-04-20,16:04:12.4574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.872489002932551,-0.0812774926686217
1303315452.48245,2011-04-20 16:04:12,2011-04-20,16:04:12.4824,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.918933284457478,-0.0547379032258064
1303315452.50745,2011-04-20 16:04:12,2011-04-20,16:04:12.5074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.927226906158358,-0.129380498533724
1303315452.53245,2011-04-20 16:04:12,2011-04-20,16:04:12.5324,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.98362353372434,-0.129380498533724
1303315452.55745,2011-04-20 16:04:12,2011-04-20,16:04:12.5574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.985282258064516,-0.1310392228739
1303315452.58245,2011-04-20 16:04:12,2011-04-20,16:04:12.5824,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.981964809384164,-0.0928885630498534
1303315452.60745,2011-04-20 16:04:12,2011-04-20,16:04:12.6074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.932203079178886,-0.0845949413489736
1303315452.63245,2011-04-20 16:04:12,2011-04-20,16:04:12.6324,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.945472873900293,-0.106158357771261
1303315452.65745,2011-04-20 16:04:12,2011-04-20,16:04:12.6574,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.0763013196480938
1303315452.68245,2011-04-20 16:04:12,2011-04-20,16:04:12.6824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.884100073313783,-0.1310392228739
1303315452.70745,2011-04-20 16:04:12,2011-04-20,16:04:12.7074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.869171554252199,-0.0729838709677419
1303315452.73245,2011-04-20 16:04:12,2011-04-20,16:04:12.7324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.927226906158358,-0.132697947214076
1303315452.75745,2011-04-20 16:04:12,2011-04-20,16:04:12.7574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.923909457478006,-0.0746425953079179
1303315452.78245,2011-04-20 16:04:12,2011-04-20,16:04:12.7824,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.887417521994135,-0.152602639296188
1303315452.80745,2011-04-20 16:04:12,2011-04-20,16:04:12.8074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.933861803519061,-0.154261363636364
1303315452.83245,2011-04-20 16:04:12,2011-04-20,16:04:12.8324,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.942155425219941,-0.071325146627566
1303315452.85745,2011-04-20 16:04:12,2011-04-20,16:04:12.8574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.0928885630498534
1303315452.88245,2011-04-20 16:04:12,2011-04-20,16:04:12.8824,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.877465175953079,-0.172507331378299
1303315452.90745,2011-04-20 16:04:12,2011-04-20,16:04:12.9074,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.990258431085044,-0.104499633431085
1303315452.93245,2011-04-20 16:04:12,2011-04-20,16:04:12.9324,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.882441348973607,-0.0746425953079179
1303315452.95745,2011-04-20 16:04:12,2011-04-20,16:04:12.9574,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.869171554252199,-0.0829362170087977
1303315452.98245,2011-04-20 16:04:12,2011-04-20,16:04:12.9824,0,-1.34319098240469,60.0856304985337,5999.99999973231,432.998175995301,-0.933861803519061,-0.0746425953079179
1303315453.00745,2011-04-20 16:04:13,2011-04-20,16:04:13.0074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.932203079178886,-0.0829362170087977
1303315453.03245,2011-04-20 16:04:13,2011-04-20,16:04:13.0324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.0829362170087977
1303315453.05745,2011-04-20 16:04:13,2011-04-20,16:04:13.0574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.938837976539589,-0.149285190615836
1303315453.08245,2011-04-20 16:04:13,2011-04-20,16:04:13.0824,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.98362353372434,-0.0514204545454545
1303315453.10745,2011-04-20 16:04:13,2011-04-20,16:04:13.1074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.885758797653959,-0.127721774193548
1303315453.13245,2011-04-20 16:04:13,2011-04-20,16:04:13.1324,0,-1.27806085043988,60.0856304985337,5999.99999973231,432.998175995301,-0.93054435483871,-0.112793255131965
1303315453.15745,2011-04-20 16:04:13,2011-04-20,16:04:13.1574,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.917274560117302,-0.154261363636364
1303315453.18245,2011-04-20 16:04:13,2011-04-20,16:04:13.1824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.817751099706745,-0.114451979472141
1303315453.20745,2011-04-20 16:04:13,2011-04-20,16:04:13.2074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.988599706744868,-0.0729838709677419
1303315453.23245,2011-04-20 16:04:13,2011-04-20,16:04:13.2324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.947131598240469,-0.136015395894428
1303315453.25745,2011-04-20 16:04:13,2011-04-20,16:04:13.2574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.92225073313783,-0.0630315249266862
1303315453.28245,2011-04-20 16:04:13,2011-04-20,16:04:13.2824,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.895711143695015,-0.150943914956012
1303315453.30745,2011-04-20 16:04:13,2011-04-20,16:04:13.3074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.932203079178886,-0.152602639296188
1303315453.33245,2011-04-20 16:04:13,2011-04-20,16:04:13.3324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.890734970674487,-0.150943914956012
1303315453.35745,2011-04-20 16:04:13,2011-04-20,16:04:13.3574,0,-1.27806085043988,60.0856304985337,5999.99999973231,432.998175995301,-0.917274560117302,-0.117769428152493
1303315453.38245,2011-04-20 16:04:13,2011-04-20,16:04:13.3824,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.149285190615836
1303315453.40745,2011-04-20 16:04:13,2011-04-20,16:04:13.4074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.0995234604105572
1303315453.43245,2011-04-20 16:04:13,2011-04-20,16:04:13.4324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.937179252199413,-0.0829362170087977
1303315453.45745,2011-04-20 16:04:13,2011-04-20,16:04:13.4574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.927226906158358,-0.0431268328445748
1303315453.48245,2011-04-20 16:04:13,2011-04-20,16:04:13.4824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.884100073313783,-0.111134530791789
1303315453.50745,2011-04-20 16:04:13,2011-04-20,16:04:13.5074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.882441348973607,-0.137674120234604
1303315453.53245,2011-04-20 16:04:13,2011-04-20,16:04:13.5324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.0763013196480938
1303315453.55745,2011-04-20 16:04:13,2011-04-20,16:04:13.5574,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.884100073313783,-0.0812774926686217
1303315453.58245,2011-04-20 16:04:13,2011-04-20,16:04:13.5824,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.132697947214076
1303315453.60745,2011-04-20 16:04:13,2011-04-20,16:04:13.6074,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.880782624633431,-0.0597140762463343
1303315453.63245,2011-04-20 16:04:13,2011-04-20,16:04:13.6324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.875806451612903,-0.0928885630498534
1303315453.65745,2011-04-20 16:04:13,2011-04-20,16:04:13.6574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.880782624633431,-0.126063049853372
1303315453.68245,2011-04-20 16:04:13,2011-04-20,16:04:13.6824,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.177483504398827
1303315453.70745,2011-04-20 16:04:13,2011-04-20,16:04:13.7074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.121086876832845
1303315453.73245,2011-04-20 16:04:13,2011-04-20,16:04:13.7324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.0978647360703812
1303315453.75745,2011-04-20 16:04:13,2011-04-20,16:04:13.7574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.980306085043988,-0.129380498533724
1303315453.78245,2011-04-20 16:04:13,2011-04-20,16:04:13.7824,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.0763013196480938
1303315453.80745,2011-04-20 16:04:13,2011-04-20,16:04:13.8074,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.137674120234604
1303315453.83245,2011-04-20 16:04:13,2011-04-20,16:04:13.8324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.877465175953079,-0.150943914956012
1303315453.85745,2011-04-20 16:04:13,2011-04-20,16:04:13.8574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.071325146627566
1303315453.88245,2011-04-20 16:04:13,2011-04-20,16:04:13.8824,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.92225073313783,-0.0746425953079179
1303315453.90745,2011-04-20 16:04:13,2011-04-20,16:04:13.9074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.885758797653959,-0.0928885630498534
1303315453.93245,2011-04-20 16:04:13,2011-04-20,16:04:13.9324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.937179252199413,-0.159237536656891
1303315453.95745,2011-04-20 16:04:13,2011-04-20,16:04:13.9574,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.918933284457478,-0.144309017595308
1303315453.98245,2011-04-20 16:04:13,2011-04-20,16:04:13.9824,0,-1.30071480938416,60.191788856305,5999.99999973231,432.998175995301,-0.869171554252199,-0.0796187683284457
1303315454.00745,2011-04-20 16:04:14,2011-04-20,16:04:14.0074,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.824385997067449,-0.0928885630498534
1303315454.03245,2011-04-20 16:04:14,2011-04-20,16:04:14.0324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.98362353372434,-0.0746425953079179
1303315454.05745,2011-04-20 16:04:14,2011-04-20,16:04:14.0574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.890734970674487,-0.129380498533724
1303315454.08245,2011-04-20 16:04:14,2011-04-20,16:04:14.0824,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.923909457478006,-0.109475806451613
1303315454.10745,2011-04-20 16:04:14,2011-04-20,16:04:14.1074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.932203079178886,-0.0995234604105572
1303315454.13245,2011-04-20 16:04:14,2011-04-20,16:04:14.1324,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.0763013196480938
1303315454.15745,2011-04-20 16:04:14,2011-04-20,16:04:14.1574,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.990258431085044,-0.129380498533724
1303315454.18245,2011-04-20 16:04:14,2011-04-20,16:04:14.1824,0,-1.35451796187683,60.0856304985337,5999.99999973231,432.998175995301,-0.93054435483871,-0.0779600439882698
1303315454.20745,2011-04-20 16:04:14,2011-04-20,16:04:14.2074,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.877465175953079,-0.132697947214076
1303315454.23245,2011-04-20 16:04:14,2011-04-20,16:04:14.2324,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.933861803519061,-0.1310392228739
1303315454.25745,2011-04-20 16:04:14,2011-04-20,16:04:14.2574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.918933284457478,-0.0580553519061583
1303315454.28245,2011-04-20 16:04:14,2011-04-20,16:04:14.2824,0,-1.27806085043988,60.0856304985337,5999.99999973231,432.998175995301,-0.937179252199413,-0.0746425953079179
1303315454.30745,2011-04-20 16:04:14,2011-04-20,16:04:14.3074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.885758797653959,-0.0779600439882698
1303315454.33245,2011-04-20 16:04:14,2011-04-20,16:04:14.3324,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.92225073313783,-0.116110703812317
1303315454.35745,2011-04-20 16:04:14,2011-04-20,16:04:14.3574,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.978647360703812,-0.0796187683284457
1303315454.38245,2011-04-20 16:04:14,2011-04-20,16:04:14.3824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.0779600439882698
1303315454.40745,2011-04-20 16:04:14,2011-04-20,16:04:14.4074,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.0779600439882698
1303315454.43245,2011-04-20 16:04:14,2011-04-20,16:04:14.4324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.136015395894428
1303315454.45745,2011-04-20 16:04:14,2011-04-20,16:04:14.4574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.938837976539589,-0.152602639296188
1303315454.48245,2011-04-20 16:04:14,2011-04-20,16:04:14.4824,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.925568181818182,-0.1310392228739
1303315454.50745,2011-04-20 16:04:14,2011-04-20,16:04:14.5074,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.884100073313783,-0.0563966275659824
1303315454.53245,2011-04-20 16:04:14,2011-04-20,16:04:14.5324,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.920592008797654,-0.0514204545454545
1303315454.55745,2011-04-20 16:04:14,2011-04-20,16:04:14.5574,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.928885630498534,-0.127721774193548
1303315454.58245,2011-04-20 16:04:14,2011-04-20,16:04:14.5824,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.99191715542522,-0.0729838709677419
1303315454.60745,2011-04-20 16:04:14,2011-04-20,16:04:14.6074,0,-1.4083211143695,60.0856304985337,5999.99999973231,432.998175995301,-0.932203079178886,-0.0763013196480938
1303315454.63245,2011-04-20 16:04:14,2011-04-20,16:04:14.6324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.887417521994135,-0.124404325513196
1303315454.65745,2011-04-20 16:04:14,2011-04-20,16:04:14.6574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.884100073313783,-0.144309017595308
1303315454.68245,2011-04-20 16:04:14,2011-04-20,16:04:14.6824,0,-1.21293071847507,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.0746425953079179
1303315454.70745,2011-04-20 16:04:14,2011-04-20,16:04:14.7074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.933861803519061,-0.134356671554252
1303315454.73245,2011-04-20 16:04:14,2011-04-20,16:04:14.7324,0,-1.41964809384164,60.191788856305,5999.99999973231,432.998175995301,-0.92225073313783,-0.145967741935484
1303315454.75745,2011-04-20 16:04:14,2011-04-20,16:04:14.7574,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.879123900293255,-0.140991568914956
1303315454.78245,2011-04-20 16:04:14,2011-04-20,16:04:14.7824,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.978647360703812,-0.0862536656891496
1303315454.80745,2011-04-20 16:04:14,2011-04-20,16:04:14.8074,0,-1.28938782991202,60.0856304985337,5999.99999973231,432.998175995301,-0.928885630498534,-0.132697947214076
1303315454.83245,2011-04-20 16:04:14,2011-04-20,16:04:14.8324,0,-1.22425769794721,60.191788856305,5999.99999973231,432.998175995301,-0.927226906158358,-0.0597140762463343
1303315454.85745,2011-04-20 16:04:14,2011-04-20,16:04:14.8574,0,-1.35451796187683,60.191788856305,5999.99999973231,432.998175995301,-0.874147727272727,-0.0729838709677419
1303315454.88245,2011-04-20 16:04:14,2011-04-20,16:04:14.8824,0,-1.21293071847507,60.0856304985337,5999.99999973231,432.998175995301,-0.935520527859237,-0.0912298387096774
1303315454.90745,2011-04-20 16:04:14,2011-04-20,16:04:14.9074,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.937179252199413,-0.0481030058651026
1303315454.93245,2011-04-20 16:04:14,2011-04-20,16:04:14.9324,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.98362353372434,-0.0746425953079179
1303315454.95745,2011-04-20 16:04:14,2011-04-20,16:04:14.9574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.923909457478006,-0.149285190615836
1303315454.98245,2011-04-20 16:04:14,2011-04-20,16:04:14.9824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.943814149560117,-0.122745601173021
1303315455.00745,2011-04-20 16:04:15,2011-04-20,16:04:15.0074,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.0746425953079179
1303315455.03245,2011-04-20 16:04:15,2011-04-20,16:04:15.0324,0,-1.34319098240469,60.191788856305,5999.99999973231,432.998175995301,-0.93054435483871,-0.0812774926686217
1303315455.05745,2011-04-20 16:04:15,2011-04-20,16:04:15.0574,0,-1.28938782991202,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.127721774193548
1303315455.08245,2011-04-20 16:04:15,2011-04-20,16:04:15.0824,0,-1.27806085043988,60.191788856305,5999.99999973231,432.998175995301,-0.935520527859237,-0.127721774193548
